sales_genre.genre,sales_genre.global_sales,sales_genre.critic_score
Adventure,0.03,
Action,0.03,
Role-Playing,0.03,
Misc,0.03,
Role-Playing,0.03,
Role-Playing,0.03,
Shooter,0.03,
Fighting,0.03,
Misc,0.03,
Action,0.03,
Action,0.03,
Fighting,0.03,
Platform,0.03,
Sports,0.03,
Sports,0.03,
Fighting,0.03,
Racing,0.03,
Puzzle,0.03,
Adventure,0.03,
Action,0.03,
Adventure,0.03,
Action,0.03,
Adventure,0.03,
Misc,0.03,
Fighting,0.03,
Action,0.03,
Adventure,0.03,
Adventure,0.03,
Sports,0.03,
Action,0.03,
Action,0.03,
Misc,0.03,
Platform,0.03,
Adventure,0.03,
Action,0.03,
Platform,0.03,
Action,0.03,
Adventure,0.03,
Simulation,0.03,
Racing,0.03,
Action,0.03,
Action,0.03,
Simulation,0.03,
Adventure,0.03,
Misc,0.03,
Sports,0.03,
Strategy,0.03,
Sports,0.03,
Adventure,0.03,
Shooter,0.03,
Adventure,0.03,
Misc,0.03,
Puzzle,0.03,
Sports,0.03,
Fighting,0.03,
Racing,0.03,
Strategy,0.03,
Misc,0.03,
Misc,0.03,
Simulation,0.03,
Sports,0.03,
Misc,0.03,
Sports,0.03,
Action,0.03,
Strategy,0.03,
Simulation,0.03,
Simulation,0.03,
Strategy,0.03,
Misc,0.03,
Shooter,0.03,
Simulation,0.03,
Adventure,0.03,
Simulation,0.03,
Simulation,0.03,
Adventure,0.03,
Adventure,0.03,
Action,0.03,
Racing,0.03,
Fighting,0.03,
Adventure,0.03,
Puzzle,0.03,
Adventure,0.03,
Action,0.03,
Sports,0.03,
Platform,0.03,
Role-Playing,0.03,
Action,0.03,
Simulation,0.03,
Sports,0.03,
Misc,0.03,
Simulation,0.03,
Misc,0.03,
Misc,0.03,
Sports,0.03,
Adventure,0.03,
Simulation,0.03,
Adventure,0.03,
Puzzle,0.03,
Action,0.03,
Adventure,0.03,
Misc,0.03,
Misc,0.03,
Sports,0.03,
Adventure,0.03,
Role-Playing,0.03,
Shooter,0.03,
Simulation,0.03,
Adventure,0.03,
Adventure,0.03,
Action,0.03,
Action,0.03,
Misc,0.03,
Action,0.03,
Simulation,0.03,
Platform,0.03,
Fighting,0.03,
Simulation,0.03,
Action,0.03,
Action,0.03,
Role-Playing,0.03,
Adventure,0.03,
Adventure,0.03,
Adventure,0.03,
Adventure,0.03,
Sports,0.03,
Puzzle,0.03,
Role-Playing,0.02,
Sports,0.02,
Action,0.02,
Misc,0.02,
Role-Playing,0.02,
Adventure,0.02,
Racing,0.02,
Role-Playing,0.02,
Adventure,0.02,
Adventure,0.02,
Racing,0.02,
Adventure,0.02,
Misc,0.02,
Shooter,0.02,
Fighting,0.02,
Simulation,0.02,
Simulation,0.02,
Fighting,0.02,
Adventure,0.02,
Action,0.02,
Shooter,0.02,
Simulation,0.02,
Action,0.02,
Action,0.02,
Adventure,0.02,
Simulation,0.02,
Role-Playing,0.02,
Action,0.02,
Sports,0.02,
Simulation,0.02,
Action,0.02,
Sports,0.02,
Sports,0.02,
Racing,0.02,
Shooter,0.02,
Action,0.02,
Sports,0.02,
Adventure,0.02,
Action,0.02,
Adventure,0.02,
Role-Playing,0.02,
Adventure,0.02,
Fighting,0.02,
Action,0.02,
Action,0.02,
Action,0.02,
Action,0.02,
Action,0.02,
Misc,0.02,
Role-Playing,0.02,
Adventure,0.02,
Puzzle,0.02,
Misc,0.02,
Misc,0.02,
Racing,0.02,
Strategy,0.02,
Puzzle,0.02,
Racing,0.02,
Misc,0.02,
Shooter,0.02,
Racing,0.02,
Misc,0.02,
Action,0.02,
Action,0.02,
Strategy,0.02,
Adventure,0.02,
Simulation,0.02,
Adventure,0.02,
Adventure,0.02,
Sports,0.02,
Puzzle,0.02,
Strategy,0.02,
Action,0.02,
Platform,0.02,
Role-Playing,0.02,
Sports,0.02,
Action,0.02,
Simulation,0.02,
Adventure,0.02,
Adventure,0.02,
Adventure,0.02,
Adventure,0.02,
Misc,0.02,
Fighting,0.02,
Adventure,0.02,
Sports,0.02,
Adventure,0.02,
Adventure,0.02,
Action,0.02,
Role-Playing,0.02,
Puzzle,0.02,
Simulation,0.02,
Strategy,0.02,
Sports,0.02,
Adventure,0.02,
Puzzle,0.02,
Misc,0.02,
Adventure,0.02,
Action,0.02,
Adventure,0.02,
Role-Playing,0.02,
Strategy,0.02,
Misc,0.02,
Fighting,0.02,
Racing,0.02,
Action,0.02,
Shooter,0.02,
Sports,0.02,
Action,0.02,
Strategy,0.02,
Adventure,0.02,
Adventure,0.02,
Role-Playing,0.02,
Action,0.02,
Puzzle,0.02,
Puzzle,0.02,
Adventure,0.02,
Adventure,0.02,
Misc,0.02,
Strategy,0.02,
Sports,0.02,
Role-Playing,0.02,
Sports,0.02,
Adventure,0.02,
Adventure,0.02,
Misc,0.02,
Adventure,0.02,
Misc,0.02,
Action,0.02,
Fighting,0.02,
Role-Playing,0.02,
Role-Playing,0.02,
Adventure,0.02,
Misc,0.02,
Role-Playing,0.02,
Misc,0.02,
Misc,0.02,
Adventure,0.02,
Racing,0.02,
Adventure,0.02,
Puzzle,0.02,
Adventure,0.02,
Adventure,0.02,
Shooter,0.02,
Action,0.02,
Adventure,0.02,
Misc,0.02,
Action,0.02,
Adventure,0.02,
Misc,0.02,
Action,0.02,
Role-Playing,0.02,
Adventure,0.02,
Sports,0.02,
Action,0.02,
Role-Playing,0.02,
Racing,0.02,
Misc,0.02,
Adventure,0.02,
Adventure,0.02,
Puzzle,0.02,
Racing,0.02,
Adventure,0.02,
Fighting,0.02,
Action,0.02,
Action,0.02,
Action,0.02,
Misc,0.02,
Puzzle,0.02,
Adventure,0.02,
Strategy,0.02,
Puzzle,0.02,
Misc,0.02,
Sports,0.02,
Action,0.02,
Role-Playing,0.02,
Role-Playing,0.02,
Fighting,0.02,
Puzzle,0.02,
Misc,0.02,
Role-Playing,0.02,
Puzzle,0.02,
Adventure,0.02,
Adventure,0.02,
Adventure,0.02,
Action,0.02,
Puzzle,0.02,
Misc,0.02,
Action,0.02,
Shooter,0.02,
Shooter,0.02,
Misc,0.02,
Simulation,0.02,
Misc,0.02,
Shooter,0.02,
Simulation,0.02,
Adventure,0.02,
Adventure,0.02,
Misc,0.02,
Shooter,0.02,
Adventure,0.02,
Adventure,0.02,
Shooter,0.02,
Misc,0.02,
Sports,0.02,
Adventure,0.02,
Racing,0.02,
Misc,0.02,
Puzzle,0.02,
Sports,0.02,
Puzzle,0.02,
Adventure,0.02,
Adventure,0.02,
Strategy,0.02,
Adventure,0.02,
Action,0.02,
Adventure,0.02,
Adventure,0.02,
Sports,0.02,
Adventure,0.02,
Action,0.02,
Adventure,0.02,
Role-Playing,0.02,
Role-Playing,0.02,
Strategy,0.02,
Puzzle,0.02,
Puzzle,0.02,
Action,0.02,
Action,0.02,
Adventure,0.02,
Simulation,0.02,
Shooter,0.02,
Strategy,0.02,
Adventure,0.02,
Misc,0.02,
Adventure,0.02,
Strategy,0.02,
Sports,0.02,
Shooter,0.02,
Strategy,0.02,
Simulation,0.02,
Adventure,0.02,
Strategy,0.02,
Action,0.02,
Sports,0.02,
Fighting,0.02,
Sports,0.02,
Shooter,0.02,
Racing,0.02,
Adventure,0.02,
Action,0.02,
Strategy,0.02,
Adventure,0.02,
Action,0.02,
Simulation,0.02,
Shooter,0.02,
Adventure,0.02,
Misc,0.02,
Adventure,0.02,
Misc,0.02,
Simulation,0.02,
Misc,0.02,
Adventure,0.02,
Puzzle,0.02,
Adventure,0.02,
Action,0.02,
Misc,0.02,
Adventure,0.02,
Misc,0.02,
Adventure,0.02,
Adventure,0.02,
Action,0.02,
Platform,0.02,
Adventure,0.02,
Adventure,0.02,
Action,0.02,
Racing,0.02,
Role-Playing,0.02,
Adventure,0.02,
Adventure,0.02,
Adventure,0.02,
Role-Playing,0.02,
Misc,0.02,
Strategy,0.02,
Role-Playing,0.02,
Racing,0.02,
Strategy,0.02,
Adventure,0.02,
Misc,0.02,
Adventure,0.02,
Adventure,0.02,
Action,0.02,
Adventure,0.02,
Adventure,0.02,
Action,0.02,
Misc,0.02,
Action,0.02,
Simulation,0.02,
Misc,0.02,
Role-Playing,0.02,
Adventure,0.02,
Role-Playing,0.02,
Fighting,0.02,
Action,0.02,
Shooter,0.02,
Adventure,0.02,
Role-Playing,0.02,
Adventure,0.02,
Adventure,0.02,
Adventure,0.02,
Action,0.02,
Misc,0.02,
Adventure,0.02,
Action,0.02,
Simulation,0.02,
Action,0.02,
Puzzle,0.02,
Fighting,0.02,
Adventure,0.02,
Misc,0.02,
Sports,0.02,
Sports,0.02,
Racing,0.02,
Misc,0.02,
Racing,0.02,
Adventure,0.02,
Simulation,0.02,
Role-Playing,0.02,
Adventure,0.02,
Strategy,0.02,
Sports,0.02,
Puzzle,0.02,
Simulation,0.02,
Platform,0.02,
Strategy,0.02,
Shooter,0.02,
Adventure,0.02,
Adventure,0.02,
Role-Playing,0.02,
Action,0.02,
Adventure,0.02,
Sports,0.02,
Strategy,0.02,
Racing,0.02,
Action,0.02,
Action,0.02,
Role-Playing,0.02,
Sports,0.02,
Misc,0.02,
Action,0.02,
Adventure,0.02,
Role-Playing,0.02,
Misc,0.02,
Action,0.02,
Simulation,0.02,
Action,0.02,
Action,0.02,
Role-Playing,0.02,
Simulation,0.02,
Sports,0.02,
Action,0.02,
Adventure,0.02,
Action,0.02,
Adventure,0.02,
Action,0.02,
Simulation,0.02,
Sports,0.02,
Puzzle,0.02,
Misc,0.02,
Adventure,0.02,
Adventure,0.02,
Role-Playing,0.02,
Simulation,0.02,
Adventure,0.02,
Strategy,0.02,
Strategy,0.02,
Role-Playing,0.02,
Action,0.02,
Simulation,0.02,
Simulation,0.02,
Action,0.02,
Puzzle,0.02,
Action,0.02,
Action,0.02,
Simulation,0.02,
Role-Playing,0.02,
Racing,0.02,
Adventure,0.02,
Adventure,0.02,
Role-Playing,0.02,
Adventure,0.02,
Adventure,0.02,
Action,0.02,
Role-Playing,0.02,
Fighting,0.02,
Action,0.02,
Sports,0.02,
Action,0.02,
Sports,0.02,
Action,0.02,
Racing,0.02,
Fighting,0.02,
Simulation,0.02,
Adventure,0.02,
Adventure,0.02,
Action,0.02,
Puzzle,0.02,
Puzzle,0.02,
Shooter,0.02,
Shooter,0.02,
Strategy,0.02,
Adventure,0.02,
Puzzle,0.02,
Adventure,0.02,
Role-Playing,0.02,
Role-Playing,0.02,
Action,0.02,
Action,0.02,
Misc,0.02,
Misc,0.02,
Simulation,0.02,
Simulation,0.02,
Fighting,0.02,
Shooter,0.02,
Adventure,0.02,
Action,0.02,
Misc,0.02,
Action,0.02,
Role-Playing,0.02,
Simulation,0.02,
Action,0.02,
Shooter,0.02,
Puzzle,0.02,
Role-Playing,0.02,
Racing,0.02,
Simulation,0.02,
Misc,0.02,
Action,0.02,
Misc,0.02,
Adventure,0.02,
Action,0.02,
Action,0.02,
Adventure,0.02,
Misc,0.02,
Adventure,0.02,
Sports,0.02,
Action,0.02,
Action,0.02,
Action,0.02,
Misc,0.02,
Action,0.02,
Action,0.02,
Shooter,0.02,
Action,0.02,
Simulation,0.02,
Racing,0.02,
Action,0.02,
Strategy,0.02,
Adventure,0.02,
Action,0.02,
Misc,0.02,
Simulation,0.02,
Misc,0.02,
Adventure,0.02,
Misc,0.02,
Adventure,0.02,
Adventure,0.02,
Strategy,0.02,
Sports,0.02,
Adventure,0.02,
Action,0.02,
Misc,0.02,
Role-Playing,0.02,
Strategy,0.02,
Simulation,0.02,
Puzzle,0.02,
Misc,0.02,
Adventure,0.02,
Adventure,0.02,
Misc,0.02,
Role-Playing,0.02,
Action,0.02,
Action,0.02,
Role-Playing,0.02,
Sports,0.02,
Action,0.02,
Sports,0.02,
Adventure,0.02,
Simulation,0.02,
Shooter,0.02,
Adventure,0.02,
Simulation,0.02,
Action,0.02,
Misc,0.02,
Role-Playing,0.02,
Misc,0.02,
Misc,0.02,
Strategy,0.02,
Sports,0.02,
Shooter,0.02,
Sports,0.02,
Fighting,0.02,
Misc,0.02,
Adventure,0.02,
Misc,0.02,
Action,0.02,
Sports,0.02,
Adventure,0.02,
Action,0.02,
Adventure,0.02,
Adventure,0.02,
Adventure,0.02,
Misc,0.02,
Adventure,0.02,
Puzzle,0.02,
Adventure,0.02,
Simulation,0.02,
Adventure,0.02,
Action,0.02,
Adventure,0.02,
Role-Playing,0.02,
Fighting,0.02,
Action,0.02,
Puzzle,0.02,
Action,0.02,
Action,0.02,
Misc,0.02,
Role-Playing,0.02,
Puzzle,0.02,
Puzzle,0.02,
Role-Playing,0.02,
Action,0.02,
Role-Playing,0.02,
Adventure,0.02,
Platform,0.02,
Adventure,0.02,
Platform,0.02,
Strategy,0.02,
Misc,0.02,
Role-Playing,0.02,
Misc,0.02,
Racing,0.02,
Misc,0.02,
Action,0.02,
Puzzle,0.02,
Racing,0.02,
Role-Playing,0.02,
Platform,0.02,
Adventure,0.02,
Role-Playing,0.02,
Puzzle,0.02,
Action,0.02,
Strategy,0.02,
Role-Playing,0.02,
Adventure,0.02,
Adventure,0.02,
Simulation,0.02,
Adventure,0.02,
Misc,0.02,
Strategy,0.02,
Sports,0.02,
Shooter,0.02,
Action,0.02,
Puzzle,0.02,
Shooter,0.02,
Adventure,0.02,
Action,0.02,
Misc,0.02,
Misc,0.02,
Action,0.02,
Racing,0.02,
Sports,0.02,
Adventure,0.02,
Adventure,0.02,
Adventure,0.02,
Misc,0.02,
Sports,0.02,
Adventure,0.02,
Strategy,0.02,
Adventure,0.02,
Action,0.02,
Adventure,0.02,
Fighting,0.02,
Misc,0.02,
Adventure,0.02,
Adventure,0.02,
Role-Playing,0.02,
Adventure,0.02,
Action,0.02,
Shooter,0.02,
Adventure,0.02,
Racing,0.02,
Action,0.02,
Simulation,0.02,
Action,0.02,
Shooter,0.02,
Adventure,0.02,
Adventure,0.02,
Action,0.02,
Action,0.02,
Adventure,0.02,
Adventure,0.02,
Shooter,0.02,
Misc,0.02,
Adventure,0.02,
Adventure,0.02,
Adventure,0.02,
Racing,0.02,
Action,0.02,
Adventure,0.02,
Misc,0.02,
Simulation,0.02,
Action,0.02,
Strategy,0.02,
Adventure,0.02,
Action,0.02,
Simulation,0.02,
Action,0.02,
Adventure,0.02,
Misc,0.02,
Puzzle,0.02,
Racing,0.02,
Adventure,0.02,
Misc,0.02,
Adventure,0.02,
Action,0.02,
Adventure,0.02,
Action,0.02,
Simulation,0.02,
Misc,0.02,
Role-Playing,0.02,
Misc,0.02,
Action,0.02,
Sports,0.02,
Action,0.02,
Action,0.02,
Adventure,0.02,
Strategy,0.02,
Puzzle,0.02,
Role-Playing,0.02,
Action,0.02,
Adventure,0.02,
Action,0.02,
Action,0.02,
Adventure,0.02,
Platform,0.02,
Sports,0.02,
Action,0.02,
Misc,0.02,
Action,0.02,
Action,0.02,
Simulation,0.02,
Puzzle,0.02,
Misc,0.02,
Misc,0.02,
Misc,0.02,
Action,0.02,
Puzzle,0.02,
Adventure,0.02,
Action,0.02,
Sports,0.02,
Role-Playing,0.02,
Misc,0.02,
Misc,0.02,
Adventure,0.02,
Adventure,0.02,
Role-Playing,0.02,
Role-Playing,0.02,
Adventure,0.02,
Shooter,0.02,
Adventure,0.02,
Misc,0.02,
Sports,0.02,
Sports,0.02,
Action,0.02,
Adventure,0.02,
Misc,0.02,
Action,0.02,
Action,0.02,
Adventure,0.02,
Adventure,0.02,
Sports,0.02,
Adventure,0.02,
Strategy,0.02,
Action,0.02,
Action,0.02,
Shooter,0.02,
Adventure,0.02,
Misc,0.02,
Misc,0.02,
Shooter,0.02,
Adventure,0.02,
Adventure,0.02,
Racing,0.02,
Action,0.02,
Strategy,0.02,
Action,0.02,
Racing,0.02,
Simulation,0.02,
Adventure,0.02,
Strategy,0.02,
Adventure,0.02,
Shooter,0.02,
Action,0.02,
Adventure,0.02,
Sports,0.02,
Strategy,0.02,
Action,0.02,
Misc,0.02,
Adventure,0.02,
Action,0.02,
Shooter,0.02,
Simulation,0.02,
Action,0.02,
Platform,0.02,
Action,0.02,
Action,0.02,
Strategy,0.02,
Action,0.02,
Adventure,0.02,
Simulation,0.02,
Misc,0.02,
Misc,0.02,
Adventure,0.02,
Adventure,0.02,
Action,0.02,
Sports,0.02,
Strategy,0.02,
Misc,0.02,
Adventure,0.02,
Platform,0.02,
Racing,0.02,
Role-Playing,0.02,
Role-Playing,0.02,
Role-Playing,0.02,
Platform,0.02,
Strategy,0.02,
Racing,0.02,
Action,0.02,
Misc,0.02,
Fighting,0.02,
Adventure,0.02,
Action,0.02,
Strategy,0.02,
Action,0.02,
Adventure,0.02,
Simulation,0.02,
Simulation,0.02,
Misc,0.02,
Action,0.02,
Sports,0.02,
Sports,0.02,
Misc,0.02,
Adventure,0.02,
Misc,0.02,
Racing,0.02,
Adventure,0.02,
Action,0.02,
Adventure,0.02,
Adventure,0.02,
Adventure,0.02,
Misc,0.02,
Simulation,0.02,
Simulation,0.02,
Simulation,0.02,
Simulation,0.02,
Racing,0.02,
Adventure,0.02,
Action,0.02,
Adventure,0.02,
Misc,0.02,
Adventure,0.02,
Adventure,0.02,
Adventure,0.02,
Adventure,0.02,
Racing,0.02,
Sports,0.01,
Misc,0.01,
Puzzle,0.01,
Adventure,0.01,
Fighting,0.01,
Platform,0.01,
Role-Playing,0.01,
Puzzle,0.01,
Fighting,0.01,
Adventure,0.01,
Action,0.01,
Misc,0.01,
Sports,0.01,
Role-Playing,0.01,
Adventure,0.01,
Adventure,0.01,
Adventure,0.01,
Platform,0.01,
Role-Playing,0.01,
Shooter,0.01,
Action,0.01,
Strategy,0.01,
Misc,0.01,
Action,0.01,
Strategy,0.01,
Sports,0.01,
Adventure,0.01,
Simulation,0.01,
Action,0.01,
Action,0.01,
Misc,0.01,
Sports,0.01,
Misc,0.01,
Adventure,0.01,
Simulation,0.01,
Sports,0.01,
Adventure,0.01,
Platform,0.01,
Adventure,0.01,
Adventure,0.01,
Action,0.01,
Adventure,0.01,
Misc,0.01,
Strategy,0.01,
Role-Playing,0.01,
Adventure,0.01,
Adventure,0.01,
Action,0.01,
Action,0.01,
Sports,0.01,
Action,0.01,
Misc,0.01,
Adventure,0.01,
Sports,0.01,
Fighting,0.01,
Adventure,0.01,
Racing,0.01,
Misc,0.01,
Action,0.01,
Strategy,0.01,
Role-Playing,0.01,
Misc,0.01,
Adventure,0.01,
Misc,0.01,
Adventure,0.01,
Misc,0.01,
Puzzle,0.01,
Action,0.01,
Racing,0.01,
Puzzle,0.01,
Misc,0.01,
Adventure,0.01,
Sports,0.01,
Role-Playing,0.01,
Sports,0.01,
Adventure,0.01,
Misc,0.01,
Adventure,0.01,
Action,0.01,
Role-Playing,0.01,
Racing,0.01,
Adventure,0.01,
Sports,0.01,
Adventure,0.01,
Adventure,0.01,
Adventure,0.01,
Racing,0.01,
Adventure,0.01,
Simulation,0.01,
Action,0.01,
Misc,0.01,
Adventure,0.01,
Misc,0.01,
Adventure,0.01,
Racing,0.01,
Sports,0.01,
Action,0.01,
Action,0.01,
Misc,0.01,
Misc,0.01,
Adventure,0.01,
Strategy,0.01,
Shooter,0.01,
Adventure,0.01,
Action,0.01,
Role-Playing,0.01,
Adventure,0.01,
Sports,0.01,
Racing,0.01,
Adventure,0.01,
Adventure,0.01,
Action,0.01,
Action,0.01,
Adventure,0.01,
Adventure,0.01,
Adventure,0.01,
Misc,0.01,
Misc,0.01,
Shooter,0.01,
Role-Playing,0.01,
Sports,0.01,
Simulation,0.01,
Sports,0.01,
Simulation,0.01,
Action,0.01,
Action,0.01,
Racing,0.01,
Simulation,0.01,
Adventure,0.01,
Action,0.01,
Action,0.01,
Adventure,0.01,
Role-Playing,0.01,
Adventure,0.01,
Puzzle,0.01,
Adventure,0.01,
Adventure,0.01,
Fighting,0.01,
Adventure,0.01,
Adventure,0.01,
Sports,0.01,
Adventure,0.01,
Adventure,0.01,
Simulation,0.01,
Adventure,0.01,
Puzzle,0.01,
Strategy,0.01,
Action,0.01,
Action,0.01,
Action,0.01,
Sports,0.01,
Fighting,0.01,
Adventure,0.01,
Misc,0.01,
Puzzle,0.01,
Adventure,0.01,
Fighting,0.01,
Misc,0.01,
Adventure,0.01,
Misc,0.01,
Racing,0.01,
Platform,0.01,
Fighting,0.01,
Strategy,0.01,
Adventure,0.01,
Misc,0.01,
Adventure,0.01,
Sports,0.01,
Action,0.01,
Racing,0.01,
Adventure,0.01,
Action,0.01,
Shooter,0.01,
Adventure,0.01,
Misc,0.01,
Puzzle,0.01,
Adventure,0.01,
Action,0.01,
Adventure,0.01,
Action,0.01,
Action,0.01,
Role-Playing,0.01,
Sports,0.01,
Shooter,0.01,
Fighting,0.01,
Adventure,0.01,
Action,0.01,
Action,0.01,
Adventure,0.01,
Sports,0.01,
Shooter,0.01,
Racing,0.01,
Role-Playing,0.01,
Action,0.01,
Adventure,0.01,
Action,0.01,
Action,0.01,
Adventure,0.01,
Puzzle,0.01,
Strategy,0.01,
Role-Playing,0.01,
Misc,0.01,
Action,0.01,
Puzzle,0.01,
Action,0.01,
Role-Playing,0.01,
Strategy,0.01,
Fighting,0.01,
Simulation,0.01,
Misc,0.01,
Platform,0.01,
Misc,0.01,
Platform,0.01,
Adventure,0.01,
Adventure,0.01,
Role-Playing,0.01,
Sports,0.01,
Action,0.01,
Action,0.01,
Fighting,0.01,
Adventure,0.01,
Misc,0.01,
Adventure,0.01,
Shooter,0.01,
Adventure,0.01,
Strategy,0.01,
Adventure,0.01,
Puzzle,0.01,
Misc,0.01,
Role-Playing,0.01,
Action,0.01,
Simulation,0.01,
Misc,0.01,
Action,0.01,
Adventure,0.01,
Fighting,0.01,
Misc,0.01,
Adventure,0.01,
Action,0.01,
Action,0.01,
Adventure,0.01,
Racing,0.01,
Adventure,0.01,
Adventure,0.01,
Sports,0.01,
Action,0.01,
Misc,0.01,
Adventure,0.01,
Strategy,0.01,
Action,0.01,
Sports,0.01,
Action,0.01,
Misc,0.01,
Misc,0.01,
Shooter,0.01,
Adventure,0.01,
Strategy,0.01,
Adventure,0.01,
Adventure,0.01,
Adventure,0.01,
Adventure,0.01,
Puzzle,0.01,
Misc,0.01,
Racing,0.01,
Fighting,0.01,
Role-Playing,0.01,
Role-Playing,0.01,
Sports,0.01,
Adventure,0.01,
Puzzle,0.01,
Misc,0.01,
Adventure,0.01,
Adventure,0.01,
Adventure,0.01,
Simulation,0.01,
Adventure,0.01,
Puzzle,0.01,
Simulation,0.01,
Misc,0.01,
Misc,0.01,
Adventure,0.01,
Action,0.01,
Strategy,0.01,
Racing,0.01,
Sports,0.01,
Adventure,0.01,
Adventure,0.01,
Action,0.01,
Adventure,0.01,
Action,0.01,
Action,0.01,
Adventure,0.01,
Adventure,0.01,
Action,0.01,
Adventure,0.01,
Role-Playing,0.01,
Strategy,0.01,
Strategy,0.01,
Adventure,0.01,
Adventure,0.01,
Action,0.01,
Adventure,0.01,
Misc,0.01,
Adventure,0.01,
Action,0.01,
Misc,0.01,
Misc,0.01,
Shooter,0.01,
Adventure,0.01,
Action,0.01,
Simulation,0.01,
Racing,0.01,
Adventure,0.01,
Misc,0.01,
Fighting,0.01,
Action,0.01,
Fighting,0.01,
Action,0.01,
Racing,0.01,
Adventure,0.01,
Action,0.01,
Adventure,0.01,
Action,0.01,
Racing,0.01,
Puzzle,0.01,
Sports,0.01,
Adventure,0.01,
Adventure,0.01,
Simulation,0.01,
Adventure,0.01,
Sports,0.01,
Adventure,0.01,
Strategy,0.01,
Sports,0.01,
Adventure,0.01,
Adventure,0.01,
Adventure,0.01,
Adventure,0.01,
Action,0.01,
Sports,0.01,
Adventure,0.01,
Simulation,0.01,
Action,0.01,
Racing,0.01,
Shooter,0.01,
Sports,0.01,
Adventure,0.01,
Adventure,0.01,
Action,0.01,
Racing,0.01,
Adventure,0.01,
Adventure,0.01,
Simulation,0.01,
Action,0.01,
Adventure,0.01,
Fighting,0.01,
Misc,0.01,
Action,0.01,
Action,0.01,
Action,0.01,
Misc,0.01,
Sports,0.01,
Sports,0.01,
Adventure,0.01,
Role-Playing,0.01,
Adventure,0.01,
Puzzle,0.01,
Role-Playing,0.01,
Adventure,0.01,
Action,0.01,
Misc,0.01,
Adventure,0.01,
Shooter,0.01,
Action,0.01,
Strategy,0.01,
Role-Playing,0.01,
Simulation,0.01,
Action,0.01,
Adventure,0.01,
Simulation,0.01,
Action,0.01,
Adventure,0.01,
Misc,0.01,
Puzzle,0.01,
Action,0.01,
Misc,0.01,
Action,0.01,
Misc,0.01,
Misc,0.01,
Action,0.01,
Strategy,0.01,
Puzzle,0.01,
Puzzle,0.01,
Platform,0.01,
Shooter,0.01,
Adventure,0.01,
Adventure,0.01,
Adventure,0.01,
Adventure,0.01,
Fighting,0.01,
Misc,0.01,
Adventure,0.01,
Adventure,0.01,
Strategy,0.01,
Misc,0.01,
Puzzle,0.01,
Simulation,0.01,
Strategy,0.01,
Adventure,0.01,
Role-Playing,0.01,
Misc,0.01,
Sports,0.01,
Action,0.01,
Puzzle,0.01,
Role-Playing,0.01,
Misc,0.01,
Adventure,0.01,
Adventure,0.01,
Action,0.01,
Misc,0.01,
Racing,0.01,
Puzzle,0.01,
Role-Playing,0.01,
Misc,0.01,
Adventure,0.01,
Sports,0.01,
Sports,0.01,
Adventure,0.01,
Action,0.01,
Sports,0.01,
Action,0.01,
Action,0.01,
Adventure,0.01,
Action,0.01,
Action,0.01,
Puzzle,0.01,
Adventure,0.01,
Role-Playing,0.01,
Action,0.01,
Action,0.01,
Sports,0.01,
Sports,0.01,
Adventure,0.01,
Racing,0.01,
Action,0.01,
Puzzle,0.01,
Action,0.01,
Fighting,0.01,
Adventure,0.01,
Adventure,0.01,
Adventure,0.01,
Action,0.01,
Adventure,0.01,
Adventure,0.01,
Action,0.01,
Action,0.01,
Action,0.01,
Sports,0.01,
Action,0.01,
Strategy,0.01,
Puzzle,0.01,
Action,0.01,
Strategy,0.01,
Adventure,0.01,
Adventure,0.01,
Adventure,0.01,
Simulation,0.01,
Racing,0.01,
Adventure,0.01,
Sports,0.01,
Adventure,0.01,
Simulation,0.01,
Action,0.01,
Sports,0.01,
Action,0.01,
Action,0.01,
Sports,0.01,
Role-Playing,0.01,
Adventure,0.01,
Simulation,0.01,
Shooter,0.01,
Misc,0.01,
Platform,0.01,
Racing,0.01,
Action,0.01,
Sports,0.01,
Adventure,0.01,
Platform,0.01,
Simulation,0.01,
Shooter,0.17,
Platform,40.24,
Role-Playing,31.37,
Puzzle,30.26,
Shooter,28.31,
Simulation,24.67,
Role-Playing,23.1,
Platform,20.61,
Role-Playing,18.25,
Platform,18.14,
Platform,17.28,
Role-Playing,15.85,
Role-Playing,15.14,
Role-Playing,14.64,
Shooter,14.63,
Role-Playing,14.6,
Platform,11.89,
Action,11.77,
Role-Playing,11.68,
Adventure,11.18,
Platform,10.55,
Role-Playing,10.49,
Platform,10.3,
Racing,9.87,
Platform,9.3,
Misc,9.18,
Racing,8.76,
Shooter,8.09,
Role-Playing,8.07,
Sports,7.99,
Shooter,7.98,
Puzzle,7.81,
Action,7.6,
Platform,7.58,
Fighting,7.55,
Platform,7.46,
Shooter,7.39,
Role-Playing,7.14,
Racing,6.95,
Platform,6.82,
Sports,6.71,
Sports,6.65,
Action,6.51,
Role-Playing,6.39,
Fighting,6.3,
Platform,6.03,
Puzzle,5.58,
Fighting,5.55,
Platform,5.46,
Strategy,5.45,
Puzzle,5.34,
Misc,5.31,
Platform,5.27,
Misc,5.26,
Simulation,5.23,
Platform,5.2,
Platform,5.19,
Platform,5.15,
Platform,5.13,
Simulation,5.12,
Sports,5.09,
Platform,5.07,
Strategy,5.01,
Platform,5.0,
Role-Playing,4.93,
Racing,4.88,
Role-Playing,4.87,
Fighting,4.87,
